nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity,        pressure
14757,7.01E-02,1.00E-02,8.58E-04,1.71E-01,5.11E-03,9.95E-06,-9.89E-04
14758,7.00E-02,1.04E-02,1.00E-03,1.69E-01,4.27E-03,4.40E-05,-9.16E-04
14759,7.30E-02,1.01E-02,2.51E-03,1.81E-01,3.80E-03,-1.77E-04,-8.65E-05
14760,7.31E-02,1.01E-02,9.60E-04,1.72E-01,3.70E-03,-1.48E-04,-2.18E-04
14761,7.33E-02,1.04E-02,7.06E-04,1.64E-01,2.94E-03,-1.32E-04,-1.32E-04
14762,7.29E-02,1.11E-02,4.37E-04,1.53E-01,1.69E-03,-1.41E-04,-2.10E-04
14763,7.19E-02,1.11E-02,7.12E-04,1.48E-01,1.70E-03,-1.21E-04,-4.52E-04
14764,7.40E-02,8.37E-03,2.69E-03,2.45E-01,5.70E-03,-9.05E-06,0.00E+00
14765,7.40E-02,9.25E-03,2.14E-03,2.09E-01,4.75E-03,-1.27E-04,0.00E+00
14766,7.34E-02,8.85E-03,2.32E-03,2.24E-01,5.49E-03,-2.44E-05,-1.71E-04
14767,7.37E-02,9.26E-03,2.09E-03,2.09E-01,4.73E-03,-1.27E-04,-1.15E-04
14768,7.37E-02,8.34E-03,2.67E-03,2.47E-01,5.73E-03,-3.42E-06,-1.62E-04
14769,6.84E-02,7.38E-03,1.00E-03,2.83E-01,7.33E-03,1.68E-04,-1.74E-03
14770,6.71E-02,7.20E-03,1.33E-03,2.94E-01,7.85E-03,1.60E-04,-2.16E-03
14771,6.81E-02,7.35E-03,7.50E-04,2.86E-01,7.51E-03,1.36E-04,-1.84E-03
14772,6.89E-02,8.23E-03,1.25E-03,2.48E-01,7.59E-03,4.79E-05,-1.45E-03
14773,6.83E-02,8.98E-03,8.63E-04,2.11E-01,7.72E-03,5.72E-05,-1.56E-03
14774,6.77E-02,8.03E-03,4.46E-04,2.56E-01,7.94E-03,8.20E-05,-1.85E-03
14775,6.69E-02,8.12E-03,7.12E-04,2.52E-01,8.29E-03,8.21E-05,-2.09E-03
14776,6.68E-02,8.64E-03,1.01E-03,2.28E-01,8.57E-03,6.17E-05,-2.09E-03
14777,6.55E-02,8.83E-03,1.11E-03,2.18E-01,9.18E-03,1.21E-04,-2.57E-03
14778,6.53E-02,9.46E-03,8.46E-04,1.88E-01,8.06E-03,1.48E-04,-2.67E-03
14779,6.54E-02,9.58E-03,7.14E-04,1.82E-01,7.74E-03,1.23E-04,-2.63E-03
14780,6.62E-02,9.38E-03,3.91E-04,1.91E-01,7.97E-03,1.03E-04,-2.30E-03
14781,6.69E-02,1.02E-02,5.07E-04,1.60E-01,5.81E-03,1.22E-04,-1.98E-03
14782,6.64E-02,8.68E-03,7.47E-04,2.26E-01,8.89E-03,1.13E-04,-2.21E-03
14783,6.95E-02,9.12E-03,5.17E-04,2.07E-01,6.57E-03,2.04E-05,-1.19E-03
14784,6.99E-02,8.38E-03,9.22E-04,2.40E-01,7.04E-03,1.15E-04,-1.10E-03
14785,6.85E-02,9.21E-03,6.69E-04,2.02E-01,7.15E-03,-6.54E-06,-1.51E-03
14786,6.81E-02,1.21E-02,0.00E+00,1.32E-01,-1.07E-03,0.00E+00,-1.48E-03
14787,7.02E-02,1.20E-02,0.00E+00,1.38E-01,-8.12E-04,0.00E+00,-8.21E-04
14788,6.96E-02,1.10E-02,0.00E+00,1.44E-01,2.14E-03,0.00E+00,-1.03E-03
14789,6.86E-02,1.11E-02,0.00E+00,1.40E-01,2.38E-03,0.00E+00,-1.34E-03
14790,7.13E-02,1.20E-02,0.00E+00,1.42E-01,-7.30E-04,0.00E+00,-5.77E-04
14791,7.18E-02,1.11E-02,0.00E+00,1.51E-01,1.84E-03,0.00E+00,-4.89E-04
14792,7.12E-02,1.01E-02,0.00E+00,1.75E-01,4.23E-03,0.00E+00,-6.08E-04
14793,7.01E-02,1.01E-02,0.00E+00,1.72E-01,4.62E-03,0.00E+00,-9.14E-04
14794,7.33E-02,1.20E-02,0.00E+00,1.47E-01,-5.49E-04,0.00E+00,-1.14E-04
14795,7.29E-02,1.10E-02,0.00E+00,1.53E-01,1.71E-03,0.00E+00,-2.25E-04
14796,7.18E-02,1.29E-02,0.00E+00,1.51E-01,-3.16E-03,0.00E+00,-5.22E-04
14797,7.29E-02,1.29E-02,0.00E+00,1.53E-01,-2.84E-03,0.00E+00,-2.42E-04
14798,6.95E-02,9.08E-03,0.00E+00,2.08E-01,6.56E-03,0.00E+00,-1.18E-03
14799,6.84E-02,9.15E-03,0.00E+00,2.05E-01,7.11E-03,0.00E+00,-1.54E-03
14800,6.79E-02,1.01E-02,0.00E+00,1.64E-01,5.37E-03,0.00E+00,-1.58E-03
14801,7.40E-02,6.56E-03,3.81E-03,3.13E-01,5.97E-03,1.06E-04,0.00E+00
14802,7.40E-02,6.49E-03,2.75E-03,3.15E-01,5.75E-03,1.42E-04,0.00E+00
14803,7.40E-02,7.38E-03,2.16E-03,2.82E-01,5.87E-03,9.52E-05,0.00E+00
14804,7.36E-02,7.43E-03,2.18E-03,2.79E-01,5.89E-03,8.75E-05,-2.71E-04
14805,7.34E-02,7.13E-03,2.39E-03,2.93E-01,6.05E-03,1.20E-04,-2.85E-04
14806,7.37E-02,6.49E-03,2.76E-03,3.15E-01,5.76E-03,1.41E-04,-2.71E-04
14807,7.34E-02,6.57E-03,3.75E-03,3.14E-01,6.01E-03,1.21E-04,-3.07E-04
14808,7.29E-02,8.13E-03,1.51E-03,2.52E-01,5.92E-03,1.21E-04,-3.88E-04
14809,7.30E-02,8.19E-03,9.95E-04,2.47E-01,6.12E-03,1.82E-04,-3.87E-04
14810,7.37E-02,9.24E-03,1.11E-03,2.08E-01,4.59E-03,-5.38E-05,-1.85E-04
14811,7.33E-02,8.57E-03,7.18E-04,2.31E-01,5.60E-03,1.42E-04,-3.07E-04
14812,7.33E-02,9.84E-03,7.21E-04,1.85E-01,4.10E-03,-5.85E-05,-2.04E-04
14813,7.29E-02,9.18E-03,4.50E-04,2.08E-01,5.09E-03,1.36E-04,-3.07E-04
14814,7.33E-02,7.42E-03,1.70E-03,2.80E-01,5.94E-03,1.23E-04,-3.52E-04
14815,7.30E-02,7.09E-03,1.98E-03,2.93E-01,6.12E-03,1.57E-04,-3.76E-04
14816,7.09E-02,6.61E-03,1.31E-03,3.11E-01,6.16E-03,1.01E-04,-9.66E-04
14817,7.09E-02,6.59E-03,1.53E-03,3.11E-01,6.18E-03,1.20E-04,-9.64E-04
14818,7.07E-02,6.34E-03,1.62E-03,3.19E-01,5.99E-03,1.05E-04,-1.05E-03
14819,6.91E-02,6.26E-03,1.18E-03,3.26E-01,6.18E-03,1.91E-04,-1.59E-03
14820,7.00E-02,6.37E-03,8.54E-04,3.19E-01,6.06E-03,1.27E-04,-1.24E-03
14821,7.07E-02,6.35E-03,1.24E-03,3.19E-01,5.93E-03,1.12E-04,-1.05E-03
14822,7.01E-02,8.11E-03,7.16E-04,2.52E-01,7.00E-03,1.06E-04,-1.07E-03
14823,6.96E-02,7.22E-03,4.72E-04,2.91E-01,6.90E-03,8.69E-05,-1.35E-03
14824,6.86E-02,7.13E-03,7.79E-04,2.93E-01,7.05E-03,1.72E-04,-1.70E-03
14825,7.16E-02,5.59E-03,2.90E-03,3.41E-01,5.26E-03,3.34E-04,-8.19E-04
14826,7.16E-02,5.62E-03,3.06E-03,3.39E-01,5.34E-03,3.54E-04,-8.05E-04
14827,7.16E-02,6.57E-03,2.06E-03,3.13E-01,6.07E-03,2.37E-04,-6.89E-04
14828,7.08E-02,5.56E-03,2.35E-03,3.43E-01,5.26E-03,2.78E-04,-1.02E-03
14829,6.77E-02,8.00E-03,0.00E+00,2.52E-01,7.96E-03,0.00E+00,-1.83E-03
14830,6.67E-02,8.16E-03,0.00E+00,2.45E-01,8.58E-03,0.00E+00,-2.19E-03
14831,6.62E-02,9.34E-03,0.00E+00,1.91E-01,7.93E-03,0.00E+00,-2.29E-03
14832,6.70E-02,1.02E-02,0.00E+00,1.58E-01,5.62E-03,0.00E+00,-1.97E-03
14833,6.66E-02,8.17E-03,4.83E-04,2.50E-01,8.58E-03,1.36E-04,-2.20E-03
14834,6.65E-02,1.13E-02,0.00E+00,1.30E-01,2.12E-03,0.00E+00,-2.12E-03
14835,6.71E-02,1.21E-02,0.00E+00,1.27E-01,-1.61E-03,0.00E+00,-1.88E-03
14836,6.65E-02,1.31E-02,0.00E+00,1.38E-01,-5.25E-03,0.00E+00,-2.11E-03
14837,7.33E-02,1.38E-02,0.00E+00,1.78E-01,-4.65E-03,0.00E+00,-1.95E-04
14838,7.40E-02,1.20E-02,0.00E+00,1.51E-01,-5.56E-04,0.00E+00,1.05E-05
14839,7.40E-02,1.38E-02,0.00E+00,1.81E-01,-4.34E-03,0.00E+00,-2.57E-05
14840,7.40E-02,0.00E+00,1.19E-02,3.84E-01,0.00E+00,3.41E-05,-9.71E-05
14841,7.40E-02,0.00E+00,1.00E-02,3.84E-01,0.00E+00,5.37E-05,-9.77E-05
14842,7.33E-02,0.00E+00,1.00E-02,3.84E-01,0.00E+00,5.29E-05,-3.23E-04
14843,7.40E-02,6.50E-04,8.18E-03,3.83E-01,7.24E-04,6.98E-05,0.00E+00
14844,7.40E-02,1.08E-03,7.25E-03,3.83E-01,9.60E-04,8.78E-05,0.00E+00
14845,7.40E-02,2.12E-03,7.25E-03,3.80E-01,1.92E-03,1.17E-04,0.00E+00
14846,7.34E-02,2.08E-03,7.25E-03,3.80E-01,1.86E-03,1.15E-04,-2.67E-04
14847,7.32E-02,7.41E-04,7.83E-03,3.84E-01,6.88E-04,6.86E-05,-3.13E-04
14848,7.36E-02,1.10E-03,7.24E-03,3.83E-01,9.90E-04,8.92E-05,-2.13E-04
14849,7.34E-02,5.48E-04,8.19E-03,3.84E-01,5.03E-04,6.35E-05,-2.45E-04
14850,7.40E-02,0.00E+00,8.18E-03,3.84E-01,0.00E+00,6.15E-05,-9.73E-05
14851,7.29E-02,0.00E+00,9.08E-03,3.84E-01,0.00E+00,5.43E-05,-4.13E-04
14852,7.34E-02,0.00E+00,8.17E-03,3.84E-01,0.00E+00,5.89E-05,-3.19E-04
14853,7.18E-02,0.00E+00,9.07E-03,3.86E-01,0.00E+00,4.76E-05,-7.76E-04
14854,7.40E-02,2.67E-03,6.39E-03,3.78E-01,2.39E-03,1.54E-04,0.00E+00
14855,7.40E-02,3.50E-03,6.41E-03,3.72E-01,3.30E-03,1.99E-04,0.00E+00
14856,7.35E-02,2.71E-03,6.40E-03,3.77E-01,2.45E-03,1.58E-04,-2.62E-04
14857,7.32E-02,2.34E-03,6.90E-03,3.79E-01,2.10E-03,1.33E-04,-3.47E-04
14858,7.36E-02,3.51E-03,6.43E-03,3.73E-01,3.21E-03,1.94E-04,-2.61E-04
14859,7.40E-02,4.18E-03,5.59E-03,3.66E-01,3.93E-03,1.89E-04,0.00E+00
14860,7.32E-02,4.00E-03,5.75E-03,3.69E-01,3.72E-03,1.97E-04,-3.53E-04
14861,7.34E-02,4.17E-03,5.56E-03,3.66E-01,3.92E-03,1.80E-04,-3.05E-04
14862,7.13E-02,3.71E-03,6.28E-03,3.71E-01,3.71E-03,1.57E-04,-8.46E-04
14863,7.18E-02,3.91E-03,5.76E-03,3.70E-01,3.83E-03,9.05E-05,-6.87E-04
14864,7.29E-02,2.13E-03,6.41E-03,3.80E-01,1.90E-03,1.48E-04,-4.21E-04
14865,7.19E-02,2.28E-03,6.54E-03,3.80E-01,2.06E-03,1.70E-04,-7.58E-04
14866,7.21E-02,2.20E-03,6.33E-03,3.81E-01,1.97E-03,1.60E-04,-6.99E-04
14867,7.17E-02,2.50E-03,6.27E-03,3.80E-01,2.26E-03,1.85E-04,-8.29E-04
14868,7.32E-02,2.48E-03,5.98E-03,3.78E-01,2.23E-03,1.69E-04,-3.40E-04
14869,7.28E-02,2.93E-03,5.37E-03,3.76E-01,2.68E-03,1.65E-04,-4.38E-04
14870,7.20E-02,2.35E-03,6.08E-03,3.80E-01,2.11E-03,1.73E-04,-7.44E-04
14871,7.26E-02,2.89E-03,5.35E-03,3.76E-01,2.65E-03,1.50E-04,-5.06E-04
14872,7.13E-02,1.65E-03,7.21E-03,3.84E-01,1.51E-03,1.39E-04,-9.54E-04
14873,7.13E-02,1.09E-03,7.21E-03,3.85E-01,9.69E-04,1.01E-04,-9.78E-04
14874,7.16E-02,7.11E-04,6.77E-03,3.85E-01,6.26E-04,1.04E-04,-8.50E-04
14875,7.22E-02,1.11E-03,6.18E-03,3.84E-01,9.88E-04,1.24E-04,-6.54E-04
14876,7.16E-02,7.41E-04,7.70E-03,3.85E-01,6.59E-04,7.90E-05,-8.60E-04
14877,7.19E-02,4.09E-04,7.22E-03,3.85E-01,3.66E-04,8.33E-05,-7.44E-04
14878,7.30E-02,1.01E-03,6.28E-03,3.83E-01,9.19E-04,1.13E-04,-3.85E-04
14879,7.29E-02,3.66E-04,7.23E-03,3.84E-01,3.78E-04,7.22E-05,-4.11E-04
14880,7.33E-02,7.33E-04,6.65E-03,3.83E-01,7.04E-04,9.40E-05,-3.13E-04
14881,7.00E-02,2.26E-03,7.86E-03,3.83E-01,2.29E-03,1.72E-04,-1.45E-03
14882,7.06E-02,2.86E-03,8.71E-03,3.80E-01,2.97E-03,-1.19E-05,-1.21E-03
14883,7.07E-02,1.64E-03,7.13E-03,3.84E-01,1.52E-03,1.51E-04,-1.20E-03
14884,7.06E-02,1.15E-03,7.14E-03,3.85E-01,1.04E-03,1.19E-04,-1.23E-03
14885,7.00E-02,7.15E-04,7.75E-03,3.87E-01,6.42E-04,8.84E-05,-1.49E-03
14886,7.13E-02,4.36E-04,8.15E-03,3.86E-01,3.83E-04,6.40E-05,-9.82E-04
14887,7.01E-02,4.74E-04,8.09E-03,3.87E-01,4.15E-04,7.20E-05,-1.43E-03
14888,6.96E-02,2.86E-03,7.05E-03,3.81E-01,2.69E-03,2.87E-04,-1.43E-03
14889,7.03E-02,3.91E-03,7.93E-03,3.73E-01,3.94E-03,2.04E-04,-1.49E-03
14890,7.10E-02,3.69E-03,6.22E-03,3.72E-01,3.73E-03,1.73E-04,-9.47E-04
14891,7.06E-02,2.55E-03,6.06E-03,3.81E-01,2.46E-03,2.28E-04,-1.22E-03
14892,7.02E-02,2.27E-03,6.34E-03,3.82E-01,2.21E-03,2.23E-04,-1.35E-03
14893,7.05E-02,3.17E-03,6.09E-03,3.78E-01,3.03E-03,2.07E-04,-1.19E-03
14894,6.97E-02,2.80E-03,6.74E-03,3.81E-01,2.55E-03,2.16E-04,-1.38E-03
14895,7.13E-02,0.00E+00,8.14E-03,3.86E-01,0.00E+00,6.38E-05,-9.72E-04
14896,7.19E-02,0.00E+00,7.22E-03,3.85E-01,0.00E+00,8.39E-05,-7.65E-04
14897,7.29E-02,0.00E+00,7.24E-03,3.84E-01,0.00E+00,7.18E-05,-4.06E-04
14898,7.01E-02,0.00E+00,8.07E-03,3.87E-01,0.00E+00,7.18E-05,-1.43E-03
14899,6.99E-02,3.86E-03,6.73E-03,3.74E-01,3.90E-03,2.54E-04,-1.32E-03
14900,7.11E-02,4.20E-03,4.57E-03,3.67E-01,4.09E-03,2.31E-04,-8.94E-04
14901,7.05E-02,4.09E-03,4.73E-03,3.69E-01,4.15E-03,3.91E-04,-1.16E-03
14902,7.04E-02,3.84E-03,5.35E-03,3.73E-01,3.85E-03,1.47E-04,-1.13E-03
14903,6.99E-02,5.56E-03,6.34E-03,3.49E-01,5.88E-03,5.70E-05,-1.25E-03
14904,6.99E-02,5.59E-03,6.00E-03,3.47E-01,5.95E-03,5.21E-06,-1.33E-03
14905,7.14E-02,4.70E-03,4.47E-03,3.61E-01,4.66E-03,2.34E-04,-7.78E-04
14906,6.69E-02,0.00E+00,1.01E-02,3.90E-01,0.00E+00,1.90E-06,-2.82E-03
14907,6.82E-02,0.00E+00,7.10E-03,3.89E-01,0.00E+00,1.15E-04,-2.32E-03
14908,6.86E-02,0.00E+00,6.89E-03,3.88E-01,0.00E+00,1.39E-04,-1.99E-03
14909,6.98E-02,0.00E+00,7.28E-03,3.87E-01,0.00E+00,1.11E-04,-1.58E-03
14910,6.80E-02,0.00E+00,8.31E-03,3.89E-01,0.00E+00,5.91E-05,-2.38E-03
14911,6.79E-02,4.47E-04,8.24E-03,3.89E-01,4.30E-04,6.08E-05,-2.35E-03
14912,6.81E-02,5.14E-04,7.17E-03,3.89E-01,5.05E-04,1.25E-04,-2.26E-03
14913,6.84E-02,7.63E-04,7.01E-03,3.88E-01,7.42E-04,1.46E-04,-2.12E-03
14914,6.97E-02,4.64E-04,7.22E-03,3.87E-01,4.05E-04,1.08E-04,-1.59E-03
14915,6.87E-02,5.70E-04,6.84E-03,3.88E-01,5.26E-04,1.43E-04,-2.02E-03
14916,6.63E-02,0.00E+00,9.09E-03,3.91E-01,0.00E+00,3.51E-05,-3.13E-03
14917,6.67E-02,0.00E+00,8.42E-03,3.90E-01,0.00E+00,6.36E-05,-2.90E-03
14918,6.69E-02,7.92E-04,8.37E-03,3.90E-01,8.83E-04,7.08E-05,-2.81E-03
14919,6.63E-02,3.68E-04,9.09E-03,3.91E-01,4.73E-04,3.83E-05,-3.15E-03
14920,6.66E-02,5.59E-04,8.42E-03,3.90E-01,6.27E-04,6.53E-05,-2.96E-03
14921,6.63E-02,1.18E-03,7.58E-03,3.90E-01,1.37E-03,1.42E-04,-3.13E-03
14922,6.63E-02,1.25E-03,7.57E-03,3.89E-01,1.74E-03,1.52E-04,-3.08E-03
14923,6.69E-02,2.16E-03,8.39E-03,3.87E-01,2.45E-03,1.37E-04,-2.80E-03
14924,6.65E-02,9.78E-04,7.83E-03,3.90E-01,1.02E-03,1.13E-04,-2.97E-03
14925,6.52E-02,8.80E-04,9.61E-03,3.91E-01,1.07E-03,4.69E-05,-3.73E-03
14926,6.48E-02,1.16E-03,8.83E-03,3.92E-01,1.47E-03,9.78E-05,-3.92E-03
14927,6.55E-02,5.03E-04,9.15E-03,3.92E-01,5.97E-04,5.66E-05,-3.56E-03
14928,6.50E-02,8.85E-04,8.61E-03,3.92E-01,1.12E-03,1.02E-04,-3.79E-03
14929,6.62E-02,1.19E-03,7.57E-03,3.90E-01,1.39E-03,1.44E-04,-3.18E-03
14930,6.62E-02,1.24E-03,7.56E-03,3.89E-01,1.76E-03,1.55E-04,-3.23E-03
14931,6.80E-02,2.66E-03,8.01E-03,3.84E-01,2.90E-03,1.28E-04,-2.26E-03
14932,6.74E-02,2.55E-03,7.63E-03,3.85E-01,2.85E-03,1.78E-04,-2.51E-03
14933,6.87E-02,2.19E-03,7.66E-03,3.85E-01,2.26E-03,1.44E-04,-1.98E-03
14934,6.71E-02,2.04E-03,7.03E-03,3.87E-01,2.27E-03,1.96E-04,-2.71E-03
14935,6.79E-02,1.33E-03,6.46E-03,3.88E-01,1.58E-03,1.62E-04,-2.37E-03
14936,6.82E-02,1.31E-03,6.53E-03,3.87E-01,1.52E-03,1.55E-04,-2.17E-03
14937,6.64E-02,1.03E-03,7.52E-03,3.90E-01,1.11E-03,1.39E-04,-3.04E-03
14938,6.79E-02,1.23E-03,6.45E-03,3.88E-01,1.29E-03,1.60E-04,-2.35E-03
14939,6.74E-02,8.24E-04,6.86E-03,3.89E-01,8.78E-04,1.56E-04,-2.60E-03
14940,6.82E-02,1.19E-03,6.52E-03,3.88E-01,1.21E-03,1.63E-04,-2.20E-03
14941,6.93E-02,2.87E-03,6.98E-03,3.82E-01,2.74E-03,2.84E-04,-1.58E-03
14942,6.87E-02,8.90E-04,6.23E-03,3.87E-01,8.44E-04,1.71E-04,-2.00E-03
14943,6.95E-02,1.27E-03,5.67E-03,3.85E-01,1.30E-03,1.62E-04,-1.66E-03
14944,6.88E-02,1.93E-03,6.12E-03,3.85E-01,1.94E-03,2.17E-04,-1.93E-03
14945,6.94E-02,2.84E-03,6.77E-03,3.82E-01,2.63E-03,2.37E-04,-1.54E-03
14946,6.97E-02,1.30E-03,5.64E-03,3.85E-01,1.41E-03,1.67E-04,-1.48E-03
14947,6.97E-02,1.26E-03,5.62E-03,3.85E-01,1.22E-03,1.60E-04,-1.60E-03
14948,6.98E-02,1.23E-03,5.65E-03,3.86E-01,1.16E-03,1.63E-04,-1.51E-03
14949,7.02E-02,7.98E-04,6.58E-03,3.86E-01,7.10E-04,1.39E-04,-1.39E-03
14950,7.40E-02,5.75E-03,4.38E-03,3.38E-01,5.49E-03,1.20E-04,0.00E+00
14951,7.32E-02,6.31E-03,3.92E-03,3.23E-01,6.02E-03,1.59E-04,-3.80E-04
14952,7.34E-02,5.73E-03,4.38E-03,3.38E-01,5.53E-03,1.48E-04,-3.05E-04
14953,7.40E-02,3.94E-03,4.75E-03,3.67E-01,3.70E-03,1.85E-04,0.00E+00
14954,7.40E-02,4.76E-03,3.99E-03,3.57E-01,4.54E-03,1.75E-04,0.00E+00
14955,7.36E-02,3.97E-03,4.74E-03,3.67E-01,3.70E-03,1.81E-04,-2.42E-04
14956,7.32E-02,4.90E-03,4.09E-03,3.55E-01,4.73E-03,1.40E-04,-3.86E-04
14957,7.33E-02,4.74E-03,4.02E-03,3.57E-01,4.54E-03,1.59E-04,-3.46E-04
14958,7.29E-02,2.83E-03,4.91E-03,3.77E-01,2.56E-03,1.84E-04,-4.11E-04
14959,7.33E-02,3.22E-03,4.51E-03,3.75E-01,2.91E-03,2.20E-04,-3.21E-04
14960,7.31E-02,4.85E-03,3.91E-03,3.55E-01,4.67E-03,1.50E-04,-4.18E-04
14961,7.18E-02,4.60E-03,3.87E-03,3.62E-01,4.41E-03,3.13E-04,-7.01E-04
14962,7.32E-02,4.70E-03,3.88E-03,3.57E-01,4.50E-03,1.66E-04,-3.77E-04
14963,7.29E-02,3.74E-03,3.76E-03,3.71E-01,3.44E-03,2.21E-04,-3.96E-04
14964,7.25E-02,2.78E-03,4.92E-03,3.77E-01,2.55E-03,1.49E-04,-4.98E-04
14965,7.19E-02,3.70E-03,3.72E-03,3.72E-01,3.43E-03,2.09E-04,-7.09E-04
14966,7.17E-02,3.41E-03,4.05E-03,3.75E-01,3.15E-03,1.94E-04,-7.68E-04
14967,7.16E-02,4.00E-03,3.77E-03,3.69E-01,3.76E-03,2.66E-04,-7.81E-04
14968,7.13E-02,3.86E-03,4.14E-03,3.71E-01,3.63E-03,2.75E-04,-8.83E-04
14969,7.17E-02,5.47E-03,3.02E-03,3.42E-01,5.19E-03,3.42E-04,-7.66E-04
14970,7.28E-02,5.46E-03,3.31E-03,3.44E-01,5.25E-03,2.50E-04,-4.57E-04
14971,7.27E-02,6.32E-03,1.71E-03,3.20E-01,5.68E-03,2.05E-04,-4.85E-04
14972,7.33E-02,5.47E-03,2.25E-03,3.41E-01,4.98E-03,1.86E-04,-2.98E-04
14973,7.32E-02,5.47E-03,2.07E-03,3.41E-01,4.93E-03,1.88E-04,-3.34E-04
14974,7.32E-02,5.34E-03,2.34E-03,3.44E-01,4.88E-03,1.90E-04,-3.14E-04
14975,7.31E-02,5.34E-03,2.19E-03,3.44E-01,4.84E-03,1.89E-04,-3.45E-04
14976,7.17E-02,5.47E-03,2.94E-03,3.43E-01,5.15E-03,3.31E-04,-7.86E-04
14977,5.98E-02,1.12E-02,2.38E-03,1.02E-01,4.32E-03,3.29E-05,-5.53E-03
14978,6.03E-02,1.08E-02,2.13E-03,1.15E-01,6.35E-03,6.22E-05,-5.27E-03
14979,6.03E-02,9.58E-03,2.10E-03,1.72E-01,1.10E-02,2.59E-05,-5.37E-03
14980,5.90E-02,9.42E-03,2.75E-03,1.79E-01,1.30E-02,-2.02E-04,-6.30E-03
14981,5.90E-02,9.19E-03,3.09E-03,1.93E-01,1.32E-02,-1.40E-04,-6.34E-03
14982,5.90E-02,9.21E-03,3.14E-03,1.92E-01,1.32E-02,-1.46E-04,-6.37E-03
14983,5.89E-02,9.72E-03,2.85E-03,1.60E-01,1.26E-02,-2.60E-04,-6.40E-03
14984,5.88E-02,1.08E-02,2.91E-03,1.12E-01,7.85E-03,-2.13E-04,-6.22E-03
14985,5.77E-02,1.14E-02,2.86E-03,9.57E-02,4.32E-03,-5.97E-04,-7.30E-03
14986,5.64E-02,9.23E-03,3.69E-03,1.75E-01,1.29E-02,-3.01E-04,-7.88E-03
14987,5.64E-02,9.22E-03,3.63E-03,1.72E-01,1.30E-02,-3.36E-04,-7.86E-03
14988,5.71E-02,1.03E-02,2.82E-03,1.20E-01,1.13E-02,-4.80E-04,-7.74E-03
14989,5.79E-02,1.14E-02,2.72E-03,9.25E-02,3.80E-03,-5.39E-04,-6.97E-03
14990,5.80E-02,1.05E-02,2.49E-03,1.10E-01,1.02E-02,-3.26E-04,-6.96E-03
14991,5.81E-02,1.09E-02,2.55E-03,9.93E-02,7.38E-03,-3.74E-04,-6.79E-03
14992,5.81E-02,1.15E-02,2.88E-03,9.43E-02,3.11E-03,-5.49E-04,-6.66E-03
14993,5.85E-02,8.83E-03,3.47E-03,2.13E-01,1.43E-02,-1.10E-04,-6.74E-03
14994,5.85E-02,1.11E-02,2.67E-03,9.80E-02,5.77E-03,-3.39E-04,-6.41E-03
14995,5.94E-02,1.22E-02,1.94E-03,8.57E-02,-2.12E-03,-7.25E-05,-5.73E-03
14996,5.91E-02,1.35E-02,2.83E-03,1.29E-01,-7.98E-03,-3.27E-04,-6.34E-03
14997,5.88E-02,1.26E-02,2.38E-03,8.68E-02,-4.08E-03,-4.09E-04,-6.20E-03
14998,5.95E-02,1.15E-02,2.10E-03,9.20E-02,2.74E-03,-1.38E-05,-5.71E-03
14999,6.29E-02,5.62E-03,2.99E-03,3.54E-01,8.17E-03,3.91E-04,-4.55E-03
15000,6.30E-02,5.04E-03,2.99E-03,3.65E-01,7.23E-03,3.85E-04,-4.62E-03
15001,6.31E-02,4.88E-03,3.34E-03,3.66E-01,6.95E-03,4.07E-04,-4.67E-03
15002,6.34E-02,6.25E-03,2.58E-03,3.34E-01,8.77E-03,3.84E-04,-4.08E-03
15003,6.43E-02,5.91E-03,1.95E-03,3.37E-01,7.72E-03,2.91E-04,-3.66E-03
15004,6.44E-02,5.96E-03,1.94E-03,3.36E-01,7.71E-03,2.90E-04,-3.56E-03
15005,6.33E-02,4.70E-03,2.77E-03,3.68E-01,6.53E-03,3.94E-04,-4.42E-03
15006,6.36E-02,4.71E-03,2.54E-03,3.68E-01,6.37E-03,3.88E-04,-4.10E-03
15007,6.33E-02,4.62E-03,3.32E-03,3.69E-01,6.41E-03,4.17E-04,-4.53E-03
15008,6.49E-02,4.35E-03,3.92E-03,3.70E-01,5.56E-03,4.63E-04,-3.68E-03
15009,6.46E-02,4.35E-03,4.10E-03,3.71E-01,5.66E-03,4.55E-04,-3.80E-03
15010,6.49E-02,4.53E-03,2.83E-03,3.69E-01,5.65E-03,4.11E-04,-3.59E-03
15011,6.54E-02,5.25E-03,2.49E-03,3.56E-01,6.34E-03,3.74E-04,-3.21E-03
15012,6.71E-02,5.23E-03,4.64E-03,3.57E-01,6.05E-03,5.78E-04,-2.36E-03
15013,6.35E-02,8.24E-03,1.13E-03,2.47E-01,1.05E-02,1.79E-04,-3.66E-03
15014,6.44E-02,7.75E-03,7.50E-04,2.71E-01,9.41E-03,-2.88E-05,-3.29E-03
15015,6.48E-02,7.65E-03,1.01E-03,2.75E-01,9.09E-03,-6.13E-05,-3.11E-03
15016,6.49E-02,7.83E-03,7.81E-04,2.66E-01,9.21E-03,4.88E-06,-2.98E-03
15017,6.46E-02,7.92E-03,5.60E-04,2.61E-01,9.56E-03,4.88E-05,-3.12E-03
15018,6.45E-02,8.89E-03,3.81E-04,2.13E-01,9.55E-03,2.08E-04,-3.05E-03
